sentiment,review_body,product_category
1,I bought this vest hoping to be able to throw it over long sleeve tops for fall and it's perfect for that- it adds a bit of detail with the buttons and pockets on the vest!,Jackets
1,I had been on the hunt for a plaid bomber to rock this fall and this retailer edition bomber surpassed all of my expectations! it literally pairs great with everything fall.. chokers  boots  dresses; you name it! it also fits very true to size. not too fit to your body  and a little loose  but not too loose.. just like a bomber jacket should! i highly recommend this product.,Jackets
-1,I finally ordered a pair of these jeans after seeing so many rave reviews  and when they went on sale. i'm leaving this review for women who share my body type.    i'm slim with longer legs  and don't really have curves. i typically don't purchase jeans with an inseam shorter than 30''. for reference  i really love the fit of paige and m.i.h. jeans.    these jeans have an inseam of 31''  which i thought would be fine. but for me  the cut wasn't flattering at all. i typically look for jeans that,Jeans
-1,I am obsessed with denim and have two other pairs of ag jeans from retailer that i am very happy with. my recent preference has been for high-rise skinny jeans and decided to give these a try because of the versatile medium wash. when i tried these on in my normal size  they were so cute that i bought them full-priced. i could tell that the material was pretty stretchy (which is what makes them soft and comfortable)  but was not expecting them to stretch out and sag after a few hours. by th,Jeans
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the steve capris i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
-1,I ordered these because i loved the wide cut and overall look. but returned them because they fit weird. too tight around the too high waistline (and normally  i like a high waistline). fit ran small. and the overall quality of the fabric wasn't as nice as i was hoping for. pretty disappointed.,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,I love the pilcro serif legging jeans but these were a big disappointment. if you have any thigh at all don't bother.,Jeans
-1,This picture does not represent these jeans .. the color is way off. they are more yellow toned and look much more worn than in the picture. they also run very small.,Jeans
-1,I bought these on sale and they quickly went back. i was very disappointed after reading the reviews. i thought for sure these would be a winner. however  i was sadly mistaken. i ordered another pair of jeans  the same  from a different brand. these were way too small while my others were too large. they didn't live up to my expectation and were still rather long. even though i bought these on sale  i was not happy with the quality.,Jeans
0,Bought these for the color however these just did not work for me. the 26 was too small and the 27 was baggy. i'm 5'3 and typically wear a 26. beautiful color and good denim. if you are looking for a looser fit  more of a straight leg fit...this is a good jean with a fun pop of color.,Jeans
0,Can't pants. the material is lightweight and perfect for summer. however i felt they were cut narrow in the hips. i am a solid size 30/8 and i couldn't get the 30 over my hips.,Jeans
0,First off: kudos to the other reviewers for setting the expectation re: the color on these! they are not a dark rinse at all - not even close. they're a light-to-medium hue with fading down the front of the thighs. with that in mind  i do like the color - especially for spring - but would have been very miffed had i ordered these and they arrived so starkly different from the online photo.  ----------  i typically wear a 27-29  depending on the brand and waist rise. these were an online return t,Jeans
0,I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them . i exchanged for the next size up  because the style is great for year -round and the quality excellent. i live 2 hours from a store  i would either order up at least one size or try them on in store.,Jeans
0,I have a few pairs of the stevie ankle  so i thought i try these. they have very little stretch and feel tight in the waist. the distressing near the front pockets is really apparent...like white stripes. they make the jean look overall cheap. not worth $198  in my opinion.,Jeans
0,I still have mixed feelings about this pants. the fabric is nice  soft and flows well. the fit is good  i ordered 30  could have gone with 29  not a big deal. the one thing that is off is the length - i am 5.7 and these come right to above my ankle...nowhere close to how they sit on the model. the issue with this length is that is neither here nor there  too short for regular pant length and too long for crops. i will probably have to hem them a bit  which is a disappointment when you pay so muc,Jeans
0,The item i received was not distressed. i bought one size larger thinking they'd be super slouchy  but they just looked sloppy. also  the hips puffed out in a very strange way. i wanted to love since they are so cute and soft  but i look like a man with hips in these jeans. returning this weekend.,Jeans
0,I was so glad to find such a beautiful item made in the usa. i knew the workmanship would be above average. the embroidery is gorgeous and makes these jeans so unique. i am usually a 24 in pilcro slouchy chinos  size 0 in most pants   25 in jeans so i ordered these in xs. the waist was at least 7-8 inches too large. they were enormous in every aspect of fit. no belt could possibly make these stay up. very disappointed . i would recommend an xs if you are a size 6 to 8.,Jeans
0,I have been searching high and low for some good quality jeans. sadly i don't think these are it. i love the design and style of these jeans. great length  great cut  great color unfortunately in the 3 weeks that i have had them they are balling and looking like i've had them for 3 years. i'm so disappointed. and will have to continue on my search. apparently they don't make jeans like they used too?,Jeans
1,"The inseam is advertised as 28""  but they are more like 38"". i was hoping they were for short people  but they are for someone with very long legs  event in my tallest heels  i'd have to get them hemmed! just a warning to my short friends out there. the quality  fit  look was great  but way way way too long.",Jeans
1,I tried these on when they were full price and waited for them to go on sale and was very excited when they did! i'm not the type to buy leather pants but these look like i can dress them up or down and dress them like jeans. i'm a size 26 in pants but i bought size 25. i highly recommend!,Jeans
1,I love these jeans. the fit is much better than the white pilcro hyphen slit jean which is cuts lower. nice weight. not to heavy and not too light in weight. these look terrific with the vanja peasant top in the yellow print. a darling outfit. the lace give them flair and dress them up so i can wear them to work. highly recommend!!,Jeans
1,"This is my first pair of pilcro pants but defiantly not my last. i always have a hard time trying to decide between a regular length and a tall because at 5'10"" i usually fall somewhere in between. i ordered the regular length and couldn't b happier  they are just long enough to wear a shorter heal with or a pair of flats. the beige color is really nice and pairs nicely with the sky blue mock turtleneck sweater i also ordered from retailer. i love the retro 70's style too! i couldn't be happier wi",Jeans
1,I love these jeans! i came on here to see if they were here on sale  and they are but alas  not in my size. i probably wear these three times per week - to work  going out with friends  all over. i got the gray and i would say the color on the site is true to how they look in person. i bought mine in the store and i will say that i've been on the fence about whether they're gray or purple but the site says gray. if you want a true gray that is a more blue-ish gray  then these are not it because,Jeans
1,I normally wear a size 27  but i have a pair of shorts by same designer bought several years ago in a size 26 and so i went with a size 26 for this purchase. they fit perfectly. i would have liked to order the petite  but it did not appear to be an option. the fabric is very soft and stretchy. they are little loose around the ankle  but i have very skinny calves and ankles  so that is not so surprising. the color is a perfect grey that will go with everything. i would buy these in other colors.,Jeans
1,I wanted to add my two cents because i was worried when ordering the pants from previous reviews that they would be to tight as it had been suggested they run small. i didn't find that to be the case and think they run true to size,Jeans
1,These are the most comfortable pants i own. i bought them in the gold  green  and gray (which really does look more like a grayish purple). the gold is my favorite - it goes with so many things! i was just checking to see if there were any other colors - would love them in black and a burgundy. i'm about 125 lbs   5 foot 7  and the 28 is a perfect fit. the saleswoman warned that they would stretch out  but i haven't found that to be a real problem.,Jeans
1,Worth every penny. i sized down one size and they look amazing.,Jeans
-1,Very cute top but runs very very big ! im5 ft 5 in tall  120 lbs. i ordered the xs but it was so big it looked like a maternity top.. sadly returned the top. otherwise the top was made of good quality fabric.,Knits
-1,Maybe i shouldn't have sized up to an xl but i'm not sure a smaller size would have solved the weird fit. the vee is quite low and i'm busty. it'll be really low if you're smaller on top. the fit from back to front where it ties looked horrible on me. not tight at all. it's almost balloon like around the hem and from the side view  i looked like a really wide green apple. i hate leaving a bad review because i know someone may love it but i wouldn't recommend it.,Knits
-1,"I bought the xs regular and it was a little too long and wide. i was unable to find a petite version in the store or online. the ruffles were also bigger than how they appear on the model. i am 5'1"" tall and weigh 110 lbs. i believe the petite would have been a much better fit. i regret not discovering this top sooner when more size options were available.",Knits
-1,"This top looks so pretty on the model. however  the photo is deceiving as the bottom section is quite wide and loose. i am petite but between a c+ to d cup. the top is not really fitted  so my bust pushed the top out and made it look like a maternity piece. from the side it hung way in front of my body. i am wondering if this is clipped in the back on the model. if you are smaller chested and taller  this top might look nice on you. i am 5'1""  105 lbs and c-d cup. i really loved the fabric and c",Knits
-1,I wanted to love this so much that i ordered in both a mp and sp. both have gone back. i'm petite and curvy - particularly on top. i wear petites 90% of the time. this didn't fit like a petite - it was cut like full size in every way - particularly the arm holes and length. when the mp didn't fit (i always start trying on in the larger size)  i thought - well surely the small will be better. i considered keeping because i would wear it with jackets over it  then decided that was crazy. disappoin,Knits
-1,This shirt had an overpowering vinegar odor when i took it out of the packaging.    the mint green color was appealing but the styling did not look good and the smell was too much.,Knits
-1,The photo of the mila turtleneck where model has her hands to her sides  and just below her hair  there is a bit of extra fabric which falls to the bottom of the sweater in a bit of a pleat- well  it's not representative of the abundance of fabric in the xl. i usually wear an l or xl well with retailer clothing. the excess added the appearance of excessive pounds from breasts to bottom of sweater. bummer. i'll be returning it.,Knits
-1,I buy almost ever top tiny puts out and so i grabbed this one in the last tops sale since i'm a sucker for embroidered flowers. everything about it is gorgeous except it is so flimsy i can't even believe it. like when i held it up in the dressing room  i could see through the entire shirt  front to back  before even putting it on. once on  i could see everything through it. i actually thought i was going to tear the thing to pieces trying it on  it's so frail. i own so many tiny shirts and while,Knits
-1,I ordered these in both colors. the red is much deeper in person  more like a burgundy than pictured here. these tees are very slouchy. if you wanted a more fitted look  size down. these are very soft and very comfy and will pair well with ponte leggings and skinny jeans. the overall quality seems very good  although they are thinner than i thought they would be (they seemed like they would be thick and stiff to me based on the photos). ---------- overall these are very nice. but there is one is,Knits
0,"I bought the tiny brand ""cassia"" tank last week in a small  and it fits beautifully. i ordered this ""sorcha"" tank in a small as well and it is huge! i am very sad about the huge size difference. look closely at the photos... the fabric twists as it goes over the shoulders to the back....it is quite bulky. hard to tell if that would minimize in a smaller size. my store doesn't carry this item so i can't easily try another.",Knits
0,"I likded this but tried it in two sizes and it was still too big in the armpit. my bra showed. i am about a d cup  smallish in other proportions (125  5'6"") and no bra worked with this so that i wouldn't have to worry about my bra showing. nice fabric and drape. maybe good for someone who doesn't need a bra?",Knits
0,I do think this blazer is comfortable and looks decently cute  but wasn't sure about the fabric. hte coloring is fun too. i decided to pass on it only because of the previous review regarding shedding.,Knits
0,I ordered this in the blue  it's a beautiful shade of blue. love the lace up detail in the back  but the size small was just short and very wide. i understand it is a swing top  but this was not flattering on me. i'm short waisted  34-d  5'3  125 lbs.  i'm sure it would be cute on a very thin person.,Knits
0,It reminds me of maternity clothes. soft  stretchy  shiny material. cut is flattering and drapes nicely. i only found one button to close front... looked awkward. nice long sleeves. not for me but maybe for others. just ok.,Knits
0,This top is beautiful  however it runs beyond big!  i ordered my usual size and i could have fit 2 of me in this top.  i am reordering and going 2 sizes down!  the tie back and embroidery is beautiful.,Knits
0,Gorgeous top but runs large  especially in the arm holes.,Knits
0,Very nice top  like the linen fabric. i ordered my regular size m and its huge. makes me look larger than i am  and i will be returning it. i would like a size s i think  just not a flattering oversize fit for me,Knits
0,I wish that it had fit me better as the feel of the fabric and the color were great! regrettably  i am sending it back as the v opening is too low for my tastes and the fabric on the left of the first layer drapes weird on me. i am usually a s or m and in this top the s was plenty of length and room  would be swimming in a m. the fabric was soft and felt great against your skin and not thin as some fabrics can be. the color was just as shown and beautiful. hope it works for some of you out there,Knits
1,Just love sweatshirts & ponchos  so what an unusual twist of style! ordered my usual size s during the promo. looks pretty much as in the pic. oversized arm openings are created by a string attached to the sides of the garment. it's ok but may eventually break off. maybe i'll secure w/ snaps or just sew it on by hand. wore it yesterday w/ just a tank underneath to lounge around. later wore for casual dining. it turned cooler & changed to a grey t-shirt underneath along w/ dark blue denim skinnys,Knits
1,The shirt is great  aside from the fact that it runs very large. i ordered an xs when i usually wear a s and it is still very big on me. the color is great though  and the fabric is more comfortable than i expected. i still wear it occasionally with pants or skirts that i can easily tuck it in to.,Knits
1,To my surprise this sweater is heavy  chic and stylish. its well made and fits tts. i'm looking forward to wearing it. i would recommend this tunic to everyone. it looks better on me than the model.....event though it doesn't look bad. you need curves to enhance the look of this tunic sweater. i really like all the different textures in this sweater.,Knits
1,I purchased this item as a gift for my wife and she loves it. the quality for the price is great. soft and comfortable. needs to be washed with care but is worth it,Knits
1,I am a teacher and love finding cute  comfortable clothes. i wore this for the first time today and got compliments all day long! i felt so stylish  and i was still able to do what i needed to do!,Knits
1,I purchased the black in the store and wore the next day. so soft and lays nicely  pretty sleeve detail. quality and fit as expected. the arm holes are a tad larger than i prefer  but i typically wear a camisole under tops so it doesn't bother me. for reference  i'm 5'8  36c and purchased the medium.,Knits
1,I loved this top when i tried it on. i'm usually a small or medium and ordered the medium based on these reviews. the only problem with this for me was that you can see through it in the back. it showed every lump and bump around my bra. reluctantly  i am going to return it. if you don't have any lumps and bumps i think this is a great top. i wish it had worked for me. i debated about trying it on with a camisole to see if that would help  but don't really want to have to wear a camisole in the,Knits
1,I ordered this online which is always a gamble when it comes to fit. i was pleasantly surprised. color is true white and lace is not flimsy which i appreciate. good coverage of the girls so i don't have to layer over a tank. also arm holes don't gap and they're not too tight. beautiful with trousers  jeans or a skirt. i've already worn it twice to work. i know i'll be wearing it a lot. fit seems true to size. i usually order a medium and i ordered a medium which fits me perfectly.,Knits
1,Comfy  gauzy tee that has lovely lace detailing. the white is totally see through just fyi. i don't think it's the best quality but totally worth the sale price. i got the m and it's loose and flowy in a good way.,Knits
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
1,This is a super flattering  cute tank! i've purchased it in several colors because it's such a great fit. somewhat thin material and slightly sheer (especially the white). i like that it has good coverage on the sleeves so that bra straps nor 'side boob/armpit' fat shows. looks great with pilcro capris for a cute  casual summer look! i wish they would come out with even more colors!,Layering
1,Great material  and i like the idea of a scoop / v neck combination. but the hem rolls up  making it impossible to wear not tucked in to pants or a skirt (and even there it's a little bulky). it's possible that ordering a size up would fix the problem.,Layering
1,I love the pure and good short sleeve tees. they feel beautiful  and wash beautifully! i just hang them to dry and they are perfect for the next time  i buy a size medium as i like them to flow nicely at the hips!,Layering
1,This is a very nice turtleneck. the variations in the ribbing are a modern (and flattering) touch. in some of the photos online it almost looked to me like there are color variations - fyi there are not. all the ribbing areas are the same shade of black. ---------- unless you are very small framed  i would recommend sizing up; or  if you typically wear a m or a l  go with the l. as reference i have wide shoulders (wider than my hips)  large biceps  and a 34b chest  and i went with the l because,Layering
1,This is a cute top. not perfectly made  a little boxy  but also not a crop top on me (5'5). it looks cute with high waisted jeans.,Layering
1,I love this shimmer tank-in both colors! it is a very thin fabric-thinner than i would have expected  but i think this is okay since i would use it for layering and probably never wear it as a standalone tank. i think you can never go wrong with sparkles  especially in a layering tank-it dresses up or fancies up the outfit. the straps on this tank are not adjustable  and if you are large chested  i think a lot of cleavage would show in this tank. i would have preferred the sleeves are very sligh,Layering
1,I was hesitant to purchase since this price is expensive for a tank  but the quality and true shimmery-ness are worth it. it fits very well and goes with many different sweaters. very happy with my purchase!,Layering
1,I bought the white tank and the small fits me but it's very low cut for me. the white is sheer as well. i usually wear an xs or a small and i would be curious to see what the xs would fit like in the sense of how low cut it is.,Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
1,So soft  comfortable and warm! i ordered the black and think i'll buy the grey and lavender  as well. the material is a little synthetic/almost shiny looking  but definitely not a deal breaker. these are my new lounge pants. recommend!,Legwear
1,I purchased this sock in another print before and wear them all the time. i was happy to see a new pair on the website and purchased them again! these liner socks actually stay on my feet... others brands i've tried before slip off my heel  but these stay hidden and stay put. plus a fun design!,Legwear
1,Yes you need these  so comfortable - and wash up perfectly - workout  walking or great to sleep in,Legwear
1,"I wear tights all winter. it's difficult to find cute  fashionable tights that aren't ""heavy"" and have quality fabrics that will last through an entire season. these fit great  don't roll or bunch  don't shrink  have great feeling fabric and aren't super thick... but not see thru! love these and plan on purchasing in all of the colors!",Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,Soft pretty socks. a little big if you have smaller feet. i'm a size 7.5  and they are a tad too big but still comfortable.,Legwear
1,They are a perfect thickness. fits comfortably like leggings but look like a nice pair of office/ outside pant. got them in the grey  am thrilled w the texture. i typically wear a large in pants and they are tts. not see through either. would definitely recommend them.,Legwear
1,These are perfect with a long tunic for the weekend to run errands! they are not tights-like in the sense that there's full coverage across your bum -- no accidental flashing of anyone. they're not itchy either. i bought these in brown  and want to buy the rest of the colors available!,Legwear
1,I love these tights!! they're thick and durable and the pattern is super cute.,Legwear
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,The print on these leggings is so cool but they are completely see-through. i mean seriously  seriously see-through.,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I had high hopes for this top but it didn't work for me at all. it shows your bra straps perfectly. plus  it was so big and boxy that it made me look about 10 pounds heavier. no thanks!,Lounge
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
0,I wanted to love this. the fabric and design are very nice. unfortunately - on my petite frame it looked like a lampshade. this would be very pretty on taller girls. for reference  i am 5'3 117 34b.,Lounge
0,I am undecided if i will keep this dress or not. i am 5/4  155 lbs and ordered both the small and medium. the medium was comically large on me  with broad shoulders and a sack-like appearance. but the small fit very well and felt very french girl chic. the brownish-greenish color is really stunning in person  like a greenish copper. and the gathered sleeves elevate this into a dressier look. but the material is sheer  so you would need to wear a slip  and the elastic waist still has somewhat of,Lounge
0,This top looks real cute on the model! wish it looked like that on me! way too big  so not flattering on my petite frame. sadly going back!,Lounge
0,I love this!!!! nice and lightweight. super stylish,Lounge
0,I saw this online and loved it. plus after reading the reviews i thought why not. but if you have a big chest beware. i am a 34ddd and a pretty solid medium. the volumous front of the vest added way to much to me and i sized down to a small. had to return.,Lounge
0,I ordered these on sale despite a previous reviewer's comment that they were unflattering on the back side. they really do hug your bum  but that is not what bothers me. what bothers me is that the back side is totally see through  so unless you plan on wearing them with a long top  they are not wearable in public or around other people. i have gotten some of my favorite pieces from retailer  but also some of the most poorly designed. unfortunately  these fall in the latter category.,Lounge
0,I purchased this  and it ended up sitting in my closet for a couple of weeks. i bought it in the green  and i felt it did nothing to enhance my figure. it's kind of a boring design. i like the cowl neck (rare on a tunic) and the sleeve details. the colors don't seem to go well with standard black leggings. overall  unimpressed.,Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,Love the colors  love the design  and sure to keep you toasty. im usually a size 0 or 2 so i ordered an extra small- it felt a bit roomie,Lounge
1,This is a great lounging dress or a great beach cover up. i ordered up a size after reading other reviews. although  i feel like my normal size would have been fine probably. i ordered the black and it is not see through. it's very light weight and comfortable. i may even order in another color just because it's so great to wear around the house.,Lounge
1,Love these pajama bottoms. they are so comfortable and the print is fun and unique. i highly recommend. they run true to size and have a great length. they look short on the model but mine are perfect.,Lounge
1,Like the other reviewer mentioned  this jacket has a very trim fit  so size up if you want any extra wiggle room or are not a fan of snug clothing. i liked the warm neutral color and the gathered ruched detail up the front. ultimately i did not buy it due to the sleeves being a bit long and the style more body-hugging than what i was looking for. but it is comfortable and a nice twist on a classic.,Lounge
